create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2022-06-01,BTCUSDT,87997.425,2798125904.153476,1.2993584961957332,1.2476081918,1.2215874973628265,0.6948793612
2022-06-02,BTCUSDT,83554.094,2488900996.6626,2.075548968368501,1.1952595893,1.9633351249036055,1.5952595927
2022-06-03,BTCUSDT,84367.169,2567973758.344956,1.470840148698885,1.147204104,1.549510090807831,1.4015368837
2022-06-04,BTCUSDT,83715.47,2485102778.6399875,2.139453527765503,1.1599925505,2.2405714813276094,0.5972278772
2022-06-05,,,,,,,
2022-06-06,BTCUSDT,82953.102,2481118985.5098,1.6967895362663497,1.1495163333,1.7665542130864584,1.2524253561
2022-06-07,,,,,,,
2022-06-08,,,,,,,
2022-06-09,,,,,,,
2022-06-10,,,,,,,
2022-06-11,,,,,,,
2022-06-12,,,,,,,
2022-06-13,,,,,,,
2022-06-14,BTCUSDT,82754.263,1860183425.4192,1.912834422389348,1.2455596783,1.7132916915445735,0.7770082069
2022-06-15,,,,,,,
2022-06-16,BTCUSDT,84188.493,1900098502.7592432,1.697725318533573,1.0382589638,1.675038318370922,1.4484008514
2022-06-17,BTCUSDT,90009.977,1835075409.2701228,2.4920136908157446,1.0601401351,2.402118748460212,1.0518952765
2022-06-18,BTCUSDT,94194.503,1926833333.9177,2.380508391402493,1.015965134,2.743711675635089,0.5538282792
2022-06-19,BTCUSDT,90422.097,1715446426.8533337,1.7073054411445914,1.1423194226,1.5537217654100517,0.9231755147
2022-06-20,BTCUSDT,91099.084,1873611774.6333773,1.201619041029544,1.1293333232,1.229594085930347,1.7406825197
2022-06-21,BTCUSDT,91907.437,1890499216.1152,1.18663671717849,1.1346325469,1.0460786100479922,0.7709548025
2022-06-22,BTCUSDT,93535.658,1937675337.5622,1.167807326293834,1.1323270152,1.0730950552016023,0.8293083559
2022-06-23,BTCUSDT,94118.239,1879870646.6665,1.3634396593843792,1.1142671689,1.2555543221427552,1.3905729878
2022-06-24,BTCUSDT,95872.851,2022591188.4066,1.023132848645076,1.1512170738,0.9845170945090364,1.4009934357
2022-06-25,BTCUSDT,95212.218,2021599659.0546763,1.090023287167545,1.1563556856,0.9583242920690028,0.7928784219
2022-06-26,BTCUSDT,100850.374,2167022411.325,1.0088136179037417,1.1242211112,0.8871422609487436,1.1417491928
2022-06-27,,,,,,,
2022-06-28,BTCUSDT,96174.549,1993429112.0328,1.2871346390449905,1.0881281001,1.2271290990732202,0.9107306345
2022-06-29,,,,,,,
2022-06-30,BTCUSDT,98219.86,1974731952.599152,1.6235948761997236,1.1285340425,1.6625285795941698,1.5469278399
2022-07-01,BTCUSDT,93484.911,1863799322.1159,1.6224145637774798,1.0817332226,1.691321335051332,1.074002716
2022-07-02,,,,,,,
2022-07-03,,,,,,,
2022-07-04,BTCUSDT,94490.338,1824202118.3266,1.6409818238309772,1.0981772913,1.6419173455564422,0.8289661732
2022-07-05,,,,,,,
2022-07-06,,,,,,,
2022-07-07,BTCUSDT,102777.503,2112698359.1591473,0.9957559681697612,1.1360148521,0.916515287194576,0.5683052013
2022-07-08,,,,,,,
2022-07-09,,,,,,,
2022-07-10,BTCUSDT,109345.302,2359802831.5224,1.0261217553381026,1.1563653691,0.971664505733815,0.5426187946
2022-07-11,,,,,,,
2022-07-12,BTCUSDT,105035.542,2096162801.0314,1.6218386627906978,1.1206085767,1.4442914966488043,0.5737829585
2022-07-13,BTCUSDT,106569.305,2059334592.8895,1.6973555337904016,1.1399867437,1.6131020051735785,1.3032863755
2022-07-14,,,,,,,
2022-07-15,,,,,,,
2022-07-16,BTCUSDT,112342.767,2339719550.4524503,0.9448418625370124,1.1181235458,0.8559735784032165,1.2551090599
2022-07-17,,,,,,,
2022-07-18,,,,,,,
2022-07-19,BTCUSDT,108969.107,2445624660.6610513,0.9819835732579704,1.2320380176,0.9350068775790922,1.1987181059
2022-07-20,,,,,,,
2022-07-21,,,,,,,
2022-07-22,BTCUSDT,112595.666,2605981651.3036,1.0310087979705296,1.2181776217,0.958969974100648,0.7844649684
2022-07-23,,,,,,,
2022-07-24,,,,,,,
2022-07-25,BTCUSDT,115594.951,2609122357.449121,1.06294675015238,1.1874399434,1.0477088768479497,0.8088370396
2022-07-26,,,,,,,
2022-07-27,,,,,,,
2022-07-28,BTCUSDT,113888.681,2612902452.7106,0.8724248042851257,1.1518953102,0.8709112149532711,0.940983232
2022-07-29,,,,,,,
2022-07-30,,,,,,,
2022-07-31,BTCUSDT,116944.544,2763348823.9875073,0.926713454564429,1.2209592525,0.7739545353294958,0.8521601219
2022-08-01,,,,,,,
2022-08-02,,,,,,,
2022-08-03,BTCUSDT,112137.213,2576072125.6425,1.2664452877925363,1.1955382526,1.1673026974476544,0.9085510774
2022-08-04,,,,,,,
2022-08-05,,,,,,,
2022-08-06,BTCUSDT,106833.854,2489579679.9800663,1.315162121112065,1.1996448682,1.2900164234729328,1.4325067311
2022-08-07,,,,,,,
2022-08-08,,,,,,,
2022-08-09,BTCUSDT,117777.562,2804179040.0220394,1.133074196867497,1.2246937999,1.0190588543714774,1.6860972176
2022-08-10,,,,,,,
2022-08-11,,,,,,,
2022-08-12,BTCUSDT,116993.029,2798679870.030797,1.32821072319202,1.1992397292,1.1190381748300529,0.7973786659
2022-08-13,,,,,,,
2022-08-14,,,,,,,
2022-08-15,BTCUSDT,114188.132,2774097897.6212,1.340285298759167,1.1498997756,1.2248730464628843,0.4622141488
2022-08-16,,,,,,,
2022-08-17,,,,,,,
2022-08-18,BTCUSDT,117214.845,2734880206.509,2.2256786442805585,1.1399079276,2.27857689222216,1.9027451933
2022-08-19,,,,,,,
2022-08-20,,,,,,,
2022-08-21,BTCUSDT,108394.984,2290136703.4568,1.9712295340050376,1.0917528859,2.168964047179196,0.6571199134
2022-08-22,,,,,,,
2022-08-23,,,,,,,
2022-08-24,BTCUSDT,110099.621,2368551126.6488,1.5715372152233575,1.088588135,1.5577036954051502,1.0230689137
2022-08-25,,,,,,,
2022-08-26,,,,,,,
2022-08-27,,,,,,,
2022-08-28,BTCUSDT,119351.396,2389892353.504,1.978120503265321,1.0338365705,2.002642126642342,0.6606191645
2022-08-29,,,,,,,
2022-08-30,,,,,,,
2022-08-31,BTCUSDT,121350.112,2402938512.7904,2.319629613752304,1.0049516848,2.418801738636612,1.6518331432
2022-09-01,,,,,,,
2022-09-02,,,,,,,
2022-09-03,BTCUSDT,114845.559,2290460665.4890785,2.288149970311307,1.0825051832,2.386979763268423,1.6902192379
2022-09-04,,,,,,,
2022-09-05,,,,,,,
2022-09-06,BTCUSDT,128400.448,2540377183.5904,2.601037864461938,1.0052260705,2.9105245270193723,1.0823248464
2022-09-07,,,,,,,
2022-09-08,,,,,,,
2022-09-09,BTCUSDT,119476.405,2307005747.0665,1.7641927443921352,1.0548045943,1.723341242196308,0.9035572648
2022-09-10,,,,,,,
2022-09-11,BTCUSDT,137996.36,2986425343.4420166,0.8403551074090311,1.1577081976,0.7250428015564202,0.9926379211
2022-09-12,BTCUSDT,142707.617,3114814359.674273,0.8025039452919516,1.211241843,0.6701113879383053,2.3564424659
2022-09-13,,,,,,,
2022-09-14,,,,,,,
2022-09-15,BTCUSDT,117408.203,2373794270.7149,2.0782082615489403,1.1345376342,2.1383214636018595,0.6329475147
2022-09-16,,,,,,,
2022-09-17,,,,,,,
2022-09-18,BTCUSDT,124940.82,2511856210.193064,2.0249672917575228,1.1609997699,2.1927379175309696,0.6062490556
2022-09-19,BTCUSDT,124807.143,2422211356.225524,2.7426577891280552,1.1300818204,2.8544685124085496,1.4859302865
2022-09-20,BTCUSDT,115724.895,2259945184.497,1.7968139029688632,1.0779165545,1.9808086639724476,0.7350106155
2022-09-21,BTCUSDT,115852.32,2185924744.224,2.409201388888889,1.086103397,2.3438075203786486,0.7162985553
2022-09-22,BTCUSDT,114677.755,2116234122.2605407,2.5852821083890127,1.0482310558,2.854732246051111,0.8279995297
2022-09-23,,,,,,,
2022-09-24,BTCUSDT,117283.944,2261740253.0535603,2.031386663570572,1.1146045815,2.090038708614726,1.7978285268
2022-09-25,BTCUSDT,120221.272,2273603994.676278,2.128792304396931,1.1176819165,2.090115697185636,0.8888528212
2022-09-26,BTCUSDT,121914.739,2292253114.1519,2.334752876622579,1.0909980114,2.455305256284688,0.7920305277
2022-09-27,BTCUSDT,128328.091,2465991095.0833,1.5983496449817691,1.0944284704,1.6474442555579396,0.8422987285
2022-09-28,,,,,,,
2022-09-29,BTCUSDT,130827.174,2539032627.644618,1.2076237466178577,1.1527050538,1.2454727805753882,1.3154191256
2022-09-30,BTCUSDT,132482.853,2594689924.2903,1.3672743310790945,1.221166569,1.3923261464174932,0.9791592498
2022-10-01,BTCUSDT,125456.203,2435318175.7751,1.6741177267493057,1.1996688961,1.697228768513581,0.446872772
2022-10-02,BTCUSDT,126177.021,2435729469.2852793,1.9296035827997624,1.1794417517,2.009024420045733,2.0057471264
2022-10-03,BTCUSDT,126589.059,2411432961.6087,2.4480343519406347,1.1977749704,2.606107000085056,1.0545101171
2022-10-04,BTCUSDT,135606.516,2661052106.0590525,1.241751649670066,1.2151002788,1.3229552294457614,1.3882882787
2022-10-05,,,,,,,
2022-10-06,BTCUSDT,159176.682,3207464302.1103387,1.050733846652214,1.2691962045,0.9204964531597696,0.7679105947
2022-10-07,,,,,,,
2022-10-08,BTCUSDT,146566.535,2861096016.428,2.1903092622886966,1.2579122718,2.216323086595414,0.8875117513
2022-10-09,BTCUSDT,144432.049,2802855534.5672407,2.1987249687108887,1.2447323663,2.229692793662744,2.0123252544
2022-10-10,,,,,,,
2022-10-11,,,,,,,
2022-10-12,BTCUSDT,156145.13,2975461552.2453094,2.746647815379002,1.2297363184,3.072889720221276,2.2817931216
2022-10-13,BTCUSDT,151059.482,2892531590.544229,2.2079150128414664,1.2444677456,2.444809384164223,1.1900436867
2022-10-14,,,,,,,
2022-10-15,BTCUSDT,146399.782,2806439901.0054,2.041668370476385,1.2624818178,2.012344608769527,0.6911883626
2022-10-16,,,,,,,
2022-10-17,,,,,,,
2022-10-18,BTCUSDT,156457.893,3057296749.7451,1.3720708823439085,1.274005073,1.4232227613820168,0.7255713979
2022-10-19,,,,,,,
2022-10-20,,,,,,,
2022-10-21,BTCUSDT,156777.694,2984425562.089392,2.563010713637189,1.2093969854,2.8927289233689595,0.8511180768
2022-10-22,,,,,,,
2022-10-23,,,,,,,
2022-10-24,BTCUSDT,161052.349,3150537367.9862943,1.238728357856172,1.3097441714,1.3201238554665178,1.0788821474
2022-10-25,,,,,,,
2022-10-26,BTCUSDT,164612.48,3303739551.104,0.8161975596713821,1.3163143105,0.8031765158046723,0.6624136214
2022-10-27,BTCUSDT,166690.758,3460580641.705245,0.7390304356563875,1.2786972047,0.7500918211517272,1.3108650179
2022-10-28,,,,,,,
2022-10-29,,,,,,,
2022-10-30,BTCUSDT,152871.946,3179350180.2295504,0.8157575757575758,1.2232863553,0.7407979983930187,0.6571532345
2022-10-31,,,,,,,
2022-11-01,,,,,,,
2022-11-02,BTCUSDT,135169.534,2767232726.118757,1.1827479560278042,1.181542941,1.1600104004160166,0.4808760088
2022-11-03,,,,,,,
2022-11-04,,,,,,,
2022-11-05,BTCUSDT,142085.942,3003540519.3438,0.8335453719330131,1.2034406918,0.8113684876274805,0.7717033064
2022-11-06,,,,,,,
2022-11-07,BTCUSDT,139288.895,2911151834.3895,1.0491082893422743,1.238895938,0.9032726512308746,1.0690560024
2022-11-08,,,,,,,
2022-11-09,,,,,,,
2022-11-10,,,,,,,
2022-11-11,,,,,,,
2022-11-12,,,,,,,
2022-11-13,BTCUSDT,117584.334,1975114229.3403168,2.026622740628617,1.0546731207,1.954937173900299,1.8225525292
2022-11-14,,,,,,,
2022-11-15,,,,,,,
2022-11-16,BTCUSDT,117744.743,1988390798.4639,1.6074710272662491,1.0170212312,1.5325350611006314,0.9817820437
2022-11-17,BTCUSDT,123147.569,2050730747.3779469,2.265481861487725,0.9947325393,2.2852824682092976,0.7071363702
2022-11-18,BTCUSDT,124498.768,2077029678.6256447,1.770997819384916,1.0014081653,1.6967443664931623,1.0788511885
2022-11-19,BTCUSDT,120845.619,2016875145.115062,1.989657320872274,1.0044968855,2.0082415021163134,0.8409240513
2022-11-20,BTCUSDT,119678.343,1997970097.2135,1.9133020981870037,1.0175876924,1.914997645865778,0.7204661669
2022-11-21,BTCUSDT,121306.121,1974031538.3929796,2.3664761904761904,1.0233486996,2.267287845234613,0.8288294823
2022-11-22,BTCUSDT,129044.613,2035472298.6942,2.6249021909233177,1.0308982634,2.6412392488854866,1.1873165437
2022-11-23,BTCUSDT,127892.438,2074185137.9716,1.9059423697740223,1.0497097999,1.9918887390178996,1.8841276112
2022-11-24,BTCUSDT,123294.039,2046636431.2302291,1.5756644755644469,1.0869764553,1.5413802007682127,0.6256495503
2022-11-25,BTCUSDT,123869.209,2055346871.4137285,1.5080280226594711,1.0842134172,1.3929028638828556,1.4106073872
2022-11-26,BTCUSDT,125441.565,2071525310.652802,1.559498812433307,1.1095603607,1.4409246195483385,1.6967310408
2022-11-27,BTCUSDT,126158.801,2075324741.0556047,1.58511270312773,1.0803690044,1.488424902842338,1.0875668677
2022-11-28,BTCUSDT,126752.177,2081587626.7825,1.613556338028169,1.0735098553,1.5635383292959288,1.1760181717
2022-11-29,BTCUSDT,124981.172,2025544858.3696,1.9620685498453008,1.0747227141,1.913701970136504,1.3101485149
2022-11-30,BTCUSDT,127428.305,2094175013.9777465,1.602076727412105,1.079293273,1.5418865635426144,1.3568172222
2022-12-01,BTCUSDT,127166.351,2181544268.7816443,1.246740066428835,1.1147607019,1.2499610696640666,0.8059339036
2022-12-02,BTCUSDT,129826.436,2203297427.9996,1.3801064031920958,1.100212438,1.2103820795932958,4.657114508
2022-12-03,BTCUSDT,128797.021,2200239509.743,1.3028076298949818,1.0870124883,1.2393701636603844,0.8960942884
2022-12-04,BTCUSDT,129657.664,2188389104.4299073,1.4537615224501932,1.0949873728,1.309947262118492,0.4932696132
2022-12-05,BTCUSDT,135978.623,2325248051.1623,1.2091850047838566,1.0924354727,1.1965912507025318,0.6095116064
2022-12-06,BTCUSDT,122833.081,2083042574.0359704,1.5434649629579285,1.0703489494,1.4957146515235955,1.4560335637
2022-12-07,BTCUSDT,110513.718,1887425489.895596,1.3725930780513684,1.0736879139,1.423080785618983,0.7968517478
2022-12-08,BTCUSDT,107675.003,1811965717.9843,1.6160884353741496,1.064973897,1.6060837870674527,0.6250903612
2022-12-09,BTCUSDT,110641.584,1904686217.616253,1.0386521051129731,1.058464866,1.013847504215462,0.6904561192
2022-12-10,BTCUSDT,108939.788,1865092746.4752,1.1744960829685802,1.0772564491,1.020838804708999,0.7844313154
2022-12-11,BTCUSDT,109888.928,1881298447.36,1.1364827962861823,1.0809749947,1.0607623186703472,2.8540397834
2022-12-12,BTCUSDT,109050.844,1862764292.5260024,1.222416361136572,1.0715860182,1.174447143680032,0.5051975251
2022-12-13,BTCUSDT,104624.805,1799536183.5195,1.1609450726978998,1.0618024258,1.13939370504988,0.5511432796
2022-12-14,BTCUSDT,107196.132,1905739513.206905,0.8876744068906463,1.1110527436,0.8529162953855871,0.939546845
2022-12-15,BTCUSDT,111772.605,1989969456.470652,0.8428082437704957,1.1097420393,0.8131632731127797,1.4129020814
2022-12-16,BTCUSDT,108265.898,1878608208.9164,1.4097383543220443,1.0652774751,1.3674272555997489,1.3868670668
2022-12-17,BTCUSDT,98156.714,1631849281.7519708,1.870839874411303,1.0413730925,1.8007360577185854,1.0736213118
2022-12-18,BTCUSDT,99356.362,1666106834.378,1.7224463565282588,1.0171208978,2.002746756297661,0.76801597
2022-12-19,BTCUSDT,98434.559,1646839702.4377,1.7551210095449183,1.0416012109,1.9654045365243795,1.1810848977
2022-12-20,BTCUSDT,97352.224,1599682202.337077,1.968698322702575,1.0543644573,1.998269369746301,1.4138167019
2022-12-21,BTCUSDT,95116.969,1606456049.1787438,1.4567302904564314,1.0456863251,1.61635687732342,0.816561567
2022-12-22,BTCUSDT,95775.98,1611019624.412791,1.629450687952946,1.0719859744,1.6419034067406806,2.489683711
2022-12-23,BTCUSDT,99473.373,1672713056.3777354,1.8696802392454568,1.0672716501,1.947844072597175,0.7556827631
2022-12-24,BTCUSDT,98298.703,1649098361.0092,1.751837031647872,1.0842247291,1.7786310574763873,0.6526970884
2022-12-25,BTCUSDT,98007.242,1649354074.8938,1.6339644888334026,1.0747799845,1.6807127574436114,3.195030508
2022-12-26,BTCUSDT,97404.113,1638874141.639405,1.7083827813140575,1.0771497805,1.713446573508493,1.5750730686
2022-12-27,BTCUSDT,96549.77,1632926950.056,1.6399285113540791,1.0594636016,1.720072265559045,0.980025011
2022-12-28,BTCUSDT,103197.802,1723346094.9367285,2.093607960361984,1.0573801516,2.2094316759698853,1.1267696268
2022-12-29,BTCUSDT,106395.021,1759818604.2071478,2.1619448379301724,1.0517194837,2.320829260345389,1.1148049509
2022-12-30,BTCUSDT,106945.42,1778741091.8874843,1.9591884878509085,1.0633147226,2.1912897109468714,0.7628726493
2022-12-31,BTCUSDT,107700.362,1787944479.5982,2.085368862570935,1.0619988132,2.261014686248331,0.6388738495
2023-01-01,BTCUSDT,105692.757,1747893968.8875,2.099434281702936,1.0820001388,2.22117548646657,0.9149287822
2023-01-02,BTCUSDT,108874.343,1808457274.4015,1.9838975082275505,1.045729903,2.1251589260339543,1.2701096302
2023-01-03,BTCUSDT,105159.473,1752671904.5964,1.8330481730732675,1.0612140627,1.9586279991959503,0.4705138154
2023-01-04,BTCUSDT,105099.471,1751724412.9983,1.917301201036188,1.0629936235,2.020396076253933,0.7630885006
2023-01-05,BTCUSDT,101525.512,1709912978.2064,1.5072833339155345,1.0722916649,1.5497501877673645,0.4373312895
2023-01-06,BTCUSDT,103940.436,1748673107.1768,1.548880468480882,1.0742255614,1.5095005470712426,0.9837601137
2023-01-07,BTCUSDT,103611.676,1755575515.8088,1.467622225248536,1.0843465617,1.4280953122566578,0.9570131861
2023-01-08,BTCUSDT,105494.052,1786726601.200577,1.4106451401194462,1.0989038955,1.3158278941944348,0.744956185
2023-01-09,BTCUSDT,102818.839,1760731490.3394,1.3426850372736954,1.0869064435,1.4192648347013594,1.6938844383
2023-01-10,BTCUSDT,103297.969,1773680868.5177462,1.1061325004504774,1.0872659585,1.0440217756569663,0.5090617203
2023-01-11,BTCUSDT,113072.032,1970878863.5355775,0.9105449182495486,1.0521015754,0.9024645552983868,1.075366505
2023-01-12,BTCUSDT,106918.054,1917681583.9526415,0.8564911366006257,1.0660686355,0.9015618949270684,0.7827371392
2023-01-13,BTCUSDT,108921.738,2051879228.4909248,0.7706109470815353,1.0982946,0.7925911795214193,1.1783891704
2023-01-14,BTCUSDT,111332.2,2218103976.8862987,0.7181351076172661,1.0996588933,0.7975250593588079,1.3910073995
2023-01-15,BTCUSDT,93687.335,1963868526.9828775,0.888661693978055,1.1503784533,0.9092976448754476,0.5817061366
2023-01-16,BTCUSDT,94269.384,1968599265.2568,0.9520436434263516,1.1315403071,0.9006168002224525,1.6506839524
2023-01-17,BTCUSDT,97960.225,2075458914.138036,0.8015529117094552,1.1613578292,0.7564098355273957,0.9760885569
2023-01-18,BTCUSDT,101963.049,2154570992.1141,0.7892771731172824,1.1481189572,0.7569200779727095,0.9213563606
2023-01-19,BTCUSDT,101738.445,2104062954.8895,0.8665148302311578,1.1656805934,0.8037730684125283,0.9999471307
2023-01-20,BTCUSDT,105082.059,2214086816.0191846,0.7381073931405764,1.1128761702,0.767799781524784,1.2312863596
2023-01-21,BTCUSDT,98666.163,2236289208.197267,0.766568632422291,1.1363333457,0.8332767017782309,0.92530759
2023-01-22,BTCUSDT,95505.733,2175540156.1319966,0.905129129795556,1.1559250401,0.835387829401488,0.9990677361
